antigüedad,cuartos,cuartosdebaño,estacionamiento,metroscuadradostotales,precio,publicado,tipodevendedor,titulo,lat,long
A estrenar,4,5,2,260,260000,,,Hermosa Casa de Venta en Urbanización Ciudad Celeste.,-2.073098658368951,-79.84152448280332
18,2,2,2,350,88000,,,"Casa en Venta en Urbanor, 350 m², Piscina, Norte de Guayaquil.",-2.158969817171683,-79.91198179577026
4,3,3,0,160,178000,,,"Hermosa Casa en Venta en San Sebastián, Frente Al C. C. El Dorado",-2.055373612266698,-79.87671322883602
En construcción,4,4,1,131,145000,,,"Venta de Casa en Urb. San Antonio, Via Salitre - Samborondon, en Proyecto",-2.044158139542604,-79.8686237
10,4,5,2,1100,950000,,,Exclusiva Casa en Venta - Km 6.5 Via Samborondon,-2.095625095611176,-79.87279968274538
A estrenar,4,5,2,397,342000,,,Casa - Guayaquil,-2.1880985,-79.9996885
7,4,4,1,202,179000,,,Vendo Amplia Casa 4 Dorm. en Ciudad Celeste,-2.07179360121206,-79.84207850322787
16,0,3,2,145,145000,,,Propiedad Ceibos - Frente Al Parque Ceibos,-2.1631613,-79.93710850000002
En construcción,4,4,1,470,499000,,,Isla Mocoli Venta de Proyecto en Construccion,-2.098441053672283,-79.8641121287971
,1,5,5,363,370000,,,Albatros Casa Residencial en Venta,-2.2297087,-79.8938447
A estrenar,3,2,0,136,78000,,,Casa en Venta en La Joya 2 Plantas $78.000,-2.0495844,-79.91469230000001
En construcción,3,2,2,357,114000,,,"Casa en Urbanizacion La Joya, Proyecto en Construcción",-2.03720844901593,-79.91577606005859
En construcción,0,0,0,250,200000,,,Proyecto en Desarrollo - Construcción en Terreno Propio,-2.1122977,-79.8583572
1,5,5,3,520,529550,,,Venta de Casa Isla Mocoli 5 Dorm.,-2.142583353641121,-79.86342429615513
3,3,4,2,261,260000,,,Se Vende Casa Vía a La Costa Km 10 Urb. Bosques de La Costa,-2.184009661218837,-79.97059950132751
1,4,5,0,250,310000,,,Casa en Venta Urbanización Ceibos Norte - I. Alarcón,-2.1533829,-79.95258690000003
10,4,4,2,390,230000,,,Venta Hermosa Villa en Urb. Bella Vista,-2.1800267,-79.91065889999999
A estrenar,4,4,0,245,245000,,,Isla Celeste por Construir,-2.071613787296468,-79.84206462327882
A estrenar,3,3,1,150,135000,,,"Casa en Venta en Urb. Villa Club Etapa Floral, Cerca de Colegio Educamundo",-2.039504124791758,-79.89688169101561
20,5,4,4,460,420000,,,"Puerto Azul - Casa 5 Dorm. - Us$420,000",-2.18930173896435,-79.96872980404407
20,3,3,2,700,380000,,,Vendo o Alquilo Casa con Piscina El Portón Lomas de Urdesa,-2.165679449874212,-79.90417077301942
45,5,5,1,800,365000,,,"Vendo Casa/villa Esquinera en Urdesa Central, Norte de Guayaquil",-2.168811234704845,-79.9051899071319
5,3,2,2,210,133000,,,"Vendo de Oportunidad Casa en Urb Ciudad Celeste, 3 Dorm.",-2.073659197271514,-79.84677773342196
10,4,3,2,248,250000,,,"Alquilo en La Garzota, Linda Casa de Tres Pisos con Jardines",-2.145324634425512,-79.8878710111145
25,4,4,5,1000,750000,,,Garzota Casa + Terreno en Venta con Uso de Suelo Comercial,-2.14741479091171,-79.88663313365839
26,9,14,8,2000,1200000,,,Casa de Venta en Samborondon,-2.1955813,-79.91576680000003
8,0,0,0,160,140000,,,"Casa en Venta, Urbanización Plaza Madeira, Vía Samborondón",-2.053298,-79.9176759
5,4,4,2,600,600000,,,Hermosa Villa en Samborondon con 4 Dorm. en Alquiler y Venta,-2.056239895053519,-79.87696408726231
A estrenar,3,3,0,153,156000,,,Casa en Venta en Mallorca (Venta Directa Sin Intermediarios),-2.036956,-79.86867760000001
4,4,6,3,990,1100000,,,Puerto Azul Hermosa Casa Minimalista de 1000 m² $1’100.000 Negociables,-2.187184338974423,-79.96513564390261
5,0,2,1,89,65000,,,Vendo Casa Urbanización Eco City Vía Daule,-2.0844486,-79.96761359999999
A estrenar,3,3,2,137,115000,,,"Urbanizacion Castilla, a Estrenar",-2.04241750943956,-79.8633185306885
25,3,2,1,105,128000,,,"Venta de Casa en Alborada X Etapa, Cerca de C. C. La Rotonda",-2.1255568,-79.90393410000001
A estrenar,3,4,2,270,225000,,,Vendo Bella Casa en Samborondon,-2.074581272672727,-79.85551100597445
10,4,4,2,250,185000,,,Casa en Venta en Ceibos Norte de Oportunidad,-2.150243650191443,-79.94297323372956
41,0,4,3,500,290000,,,Ceibos/casa en Venta/con Local Comercial,-2.166282767001115,-79.94080211539222
1,4,5,2,302,650000,,,"Venta Casa en La Vía Samborondon, en Urb. Estancias del Rio, Cerca Cc El Dorado",-2.064464534383507,-79.87280755581969
A estrenar,5,4,2,700,220000,,,"Casa en Venta en Lomas de Urdesa, Norte de Guayaquil",-2.158405399999999,-79.9045771
5,3,3,2,250,170000,,,Alquilo Ciudad Celeste,-2.074045182388578,-79.84293681011263
5,4,5,2,230,220000,,,Vendo Casa en Ciudad Celeste Marina,-2.092127924857719,-79.87316607929722
40,3,2,0,108,75000,,,Venta de Casa Esquinera de 1 Sola Planta de 3 Dorm.,-2.129119914496921,-79.90295889643403
6,4,2,1,134,82000,,,Urb. La Joya Casa en Venta,-2.053850318861618,-79.91808379050445
A estrenar,3,2,2,136,138000,,,Casa de Venta en Urbanización Costalmar II Vía a La Costa,-2.1906588,-80.0479722
20,6,5,3,400,185000,,,Venta Amplia Casa en Urdenor de Tres Pisos,-2.149516404976784,-79.90926067794499
6,3,3,2,230,265000,,,Samborondon Moderna y Amplia Casa Km 3.5,-2.137255377305543,-79.8661011411591
35,6,8,5,888,400000,,,"Inversionistas, Urdesa, Balsamos, Uso de Suelo Comercial, 888 m²,",-2.165798588383933,-79.91138044553827
4,0,3,2,472,400000,,,"Samborondon Km 8 - 4 Dorm. - con Vista Al Lago - Us$400,000",-2.089486614375293,-79.87294257104497
A estrenar,3,2,1,150,165000,,,Hermosa Casa en Venta Urbanización Napoli - Tres Dorm. en Samborondon,-2.041757754611115,-79.86308145727537
A estrenar,3,3,0,400,220000,,,Vendo Hermosa Casa en Urdesa Norte.,-2.1584054,-79.90457709999998
9,4,4,2,350,430000,,,"Casa de Venta en Laguna del Sol, en Vía Samborondón.",-2.086040398815973,-79.86650168871614
1,3,2,1,139,88000,,,"Venta Casa Urb. La Joya, Etapa Oro, Aurora, Cerca a C, C, Mix Center",-2.029117145154608,-79.92294736566771
19,4,4,1,540,280000,,,Acuarela del Río Hermosa Casa Excelente Inversión,-2.12884369175941,-79.88378370912324
A estrenar,3,3,2,129,138000,,,"Casa en Venta Urbanización Napoli - Vía Salite, Samborondón",-2.036880241156403,-79.87015486560665
4,3,3,0,204,169000,,,En Venta Hermosa Casa en Urb. Portal Al Sol - E. Salcedo,-2.178779356868462,-79.98401221852419
15,3,3,2,357,275000,,,Se Vende Linda Casa en Urbanizaciòn Puerto Azul Via a La Costa,-2.1859149,-79.9663554
2,3,2,1,160,85000,,,Vendo Linda Casa en Via Samborondon,-2.0169076,-79.866398
10,2,1,1,120,60000,,,Hermosa Casa de Venta en Las Primeras Etapas de La Joya.,-2.040685138301203,-79.91475667301637
,1,0,3,74,69000,,,Casa - Norte de Guayaquil,-2.104877199999999,-79.9349354
9,4,6,4,500,400000,,,"Parques Los Ceibos, Hermosa Casa 4 Dorm + Estudio + Piscina $400.000",-2.1884336,-80.02723839999999
7,3,3,3,360,460000,,,Venta de Villa en El Km 7 Via a Samborondon,-2.092812499999999,-79.8733125
10,4,1,2,122,65000,,,"Vendo Hermosa Casa El Cdla. Las Orquideas $65,000",-2.087258704815823,-79.91204377384952
,0,0,0,300,390000,,,Casa - Samborondón,-2.0868532,-79.8709837
5,4,4,3,230,240000,,,Bosques de La Costa Hermosa Casa Esquinera 4Dorm. $240.000,-2.1846362,-79.96995279999999
7,4,4,2,456,515000,,,Venta Casa 4 Dorm. Km 7 Via a Samborondon,-2.044306329684585,-79.87240692645872
6,3,3,2,182,175000,,,"Casa de Venta en Bosques de La Costa, Ubicada en Los Primeros Kilóm.",-2.1846362,-79.96995279999999
4,3,5,2,483,520000,,,Casa en Venta Isla Mocoli,-2.104158358380436,-79.86055015522538
20,3,4,1,260,160000,,,Vendo Casa Ciudadela Álamos Norte - 2 Plantas,-2.131846722239305,-79.9102109555725
A estrenar,3,2,1,122,71000,,,Venta Casa - Urbanizacion Villa del Rey Etapa Juan Carlos,-2.016295656452042,-79.92025324288329
A estrenar,4,3,2,198,170000,,,Casa en Venta en Vía a La Costa - por Estrenar,-2.182417365454747,-79.99905370772132
A estrenar,4,4,1,120,110000,,,"Casa Nueva por Estrenar Urbanización Arboletta $110,000 Negociables",-2.013850385861481,-79.86811307144774
19,4,3,2,250,200000,,,Casa en Venta Puerto Azul - 4 Dorm. - 2 Plantas - Estudio,-2.191574590242166,-79.9689872961095
En construcción,3,3,2,508,390000,,,Exclusive Mocolí Gardens: Casa en Venta en Mocolí,-2.103930524322456,-79.85956310230785
2,3,2,1,101,82000,,,"Venta de Casa en Urbanización Ciudad Olimpo, Vía a La Costa",-2.226657124347641,-80.07526839416505
32,3,2,2,186,175000,,,Vendo Remodelada Casa Circunvalación Sur Conjunto 3 Habitac Seguridad 24 - 7.,-2.1764786,-79.90518850000001
1,3,3,2,609,520000,,,Oportunidad Amplia Casa en Palmar del Rio - Samborondon,-2.1231067,-79.87098370000001
En construcción,4,4,2,740,470000,,,"Al Lago, Mejor Precio Imposible, Aires del Batan, Samborondon, Guayaquil",-2.076568431280558,-79.87376915770267
1,3,3,2,234,270000,,,Vendo Hermosa Villa Via a La Costa.,-2.2189483,-80.08494250000001
5,4,4,2,220,85000,,,Oportunidad Amplia y Moderna Casa en Villa Club de 1 Planta,-2.033531937643264,-79.89299785236204
,0,2,3,75,106000,,,Casa - Vía a La Costa,-2.1879729,-80.0209785
A estrenar,3,3,2,500,385000,,,Vendo Hermosa Casa de Estreno Isla Mocoli $385.000,-2.096481459298826,-79.86229240435796
4,4,5,2,740,900000,,,Vendo Casa Moderna Primeros Km Samborondon,-2.114834,-79.8681618
7,3,3,2,190,135000,,,Vendo Casa en Urb. La Cumbre,-2.156685349512594,-79.94540949206544
20,4,5,3,677,450000,,,"Vendo Casa en Ciudadela Los Parques, Junto a Ceibos",-2.166282767001115,-79.94080211539222
9,0,2,1,180,167000,,,Ciudad Celeste: Vendo o Alquilo Impecable Casa Amoblada 3 Habitaciones 2 Baños,-2.071613787296468,-79.84206462327882
8,3,2,2,120,60000,,,Casa Huancavilca Norte,-2.098124120001116,-79.90698734442748
A estrenar,3,3,2,465,491000,,,Estrene Moderna Casa en Isla del Rio - Mocoli,-2.0988941,-79.8640173
6,0,2,1,113,90000,,,"La Joya, Etapa Turquesa, Casa de 3 Dorm.",-2.049838980091241,-79.91562585635376
30,13,7,0,501,127000,,,"Casa Rentera en Venta, Av 25 de Julio, Sur de Guayaquil",-2.222120593585178,-79.89882728098144
4,4,4,2,150,130000,,,Amplia Casa de Venta en Urbanización La Joya.,-2.037918851728803,-79.91452063862306
En construcción,3,3,1,121,174000,,,Porto Alegre: Compra Tu Casa. 2 Plantas. Vía a La Costa Km 12 1/2,-2.183275196159999,-80.0025531709
2,2,1,1,72,38000,,,En Venta Casa en Ciudad Santiago - K. Salamea - H. Valverde,-2.0252666,-79.94430239999997
8,3,1,3,301,239999,,,En Venta Casa en Urb. Puerto Azúl - Vía La Costa - m. Mariscal,-2.186680450956173,-79.97113306325991
5,3,4,2,200,200000,,,Se Vende Linda Casa Via a La Costa,-2.185730167456435,-79.99532007277259
6,0,0,0,1021,595000,,,"Casa en Venta, Urbanización Lago Sol, Vía Samborondón",-2.092968451752491,-79.87362299367066
,A estrenar,3,1,4,280000,,,Casa - Samborondón,-2.051928199999999,-79.8976909
12,3,3,3,196,158000,,,Casa Esquinera de Venta en Samanes con Excelente Ubicación.,-2.114652890950749,-79.90581689367065
6,4,4,4,1000,1150000,,,"Hermosa Casa Minimalista en Puerto Azul, Mansión de Lujo",-2.18992992,-79.96632935
9,4,3,1,227,215000,,,"Vendo Casa Ciudad Celeste La Serena, 4 Dorm. con Jacuzzi - Samborondón",-2.072820196756992,-79.83663207482391
7,0,5,2,244,249000,,,Casa en Venta en Los Ceibos,-2.139278877232402,-79.92778689947414
8,0,3,2,165,115000,,,Hermosa Casa en Metropolis 2 $115.000 Negociables,-2.062870319312613,-79.92084826671754
4,4,5,4,1098,860000,,,Se Vende Casa de Lujo con Vista Al Lago en Urbanización Exclusiva de Isla Mocolí,-2.102442901125957,-79.8670732875496
15,3,2,0,140,86000,,,Casa de Venta en Ciudadela El Condor,-2.130741056453979,-79.90825656400148
5,3,3,2,354,340000,,,Casa de Venta en Isla del Río en Vía Samborondón,-2.1043031,-79.86048310000001
2,3,3,2,175,148500,,,La Romareda Etapa 3,-2.0605016,-79.90457709999998
4,4,3,2,211,260000,,,Casa en Venta Via a La Costa Km 10.5 Cuatro Dorm. Garaje Cubierto,-2.18527,-79.97461699999997
10,3,4,0,280,233000,,,Venta Casa en Samborondom de Oportunidad Negociable,-2.1349659,-79.8716928
30,0,0,0,676,220000,,,"Casa en Venta, Norte de Guayaquil, Urdesa Central, Uso Comercial",-2.165798588383933,-79.91138044553827
4,4,4,3,750,900000,,,"La Mejor Casa Minimalista del Mercado, Inteligente, Al Lago.",-2.092023909673937,-79.87367292911375
A estrenar,4,4,1,230,245000,,,Excelente Casa a Estrenar en Venta - 4 Dorm - Ciudad Celeste (Cod. 337),-2.07298607931886,-79.84166395767204
A estrenar,4,4,3,562,480000,,,"Vendo Residencia Elegante, Samborondón Km 7 1/2, Terrasol",-2.1531845,-79.8655149
20,3,2,2,234,180000,,,Se Vende Villa en Conjunto Residencial Cerrado Urdesa,-2.176270099999999,-79.9063375
15,3,5,2,588,155000,,,Hermosa Casa Rentera Las Orquideas 155.000 Negociables!,-2.083697893924101,-79.91695232574762
8,4,3,1,210,185000,,,Ciudad Celeste! Vendo Linda Casa!,-2.0734632,-79.84164249999998
4,3,4,2,350,185000,,,Casa en Venta en Santa Cecilia - Girasoles,-2.16114,-79.93938129999998
5,3,2,2,250,270000,,,"Venta Ciudad Celeste Al Lago, Etapa Coralia",-2.073680640891598,-79.87349253521029
35,5,6,3,356,200000,,,Vendo Villa de 5 Dorm. en Urdesa Central,-2.169089984595156,-79.9069923515899
A estrenar,0,0,0,200,360000,,,Ceibos Norte Estrene Casa de Lujo,-2.149867099999999,-79.8997163
11,4,3,2,400,440000,,,Vendo Villa Samborondon Urbanizacion Vista Al Parque,-2.074331861671904,-79.8739952248535
48,7,4,0,582,139000,,,Edificio en Venta en Calle Rumichaca 3 Pisos Altos,-2.2028504,-79.88792719999998
35,5,4,0,279,115000,,,"Venta Casa Rentera, Centro de Guayaquil - E. Salcedo",-2.1974519,-79.89693690000001
10,0,0,0,430,550000,,,"Casa de 3 Dorm. en La Puntilla, Samborondon",-2.154315303094477,-79.86580151741049
18,4,5,1,609,490000,,,Casa en Exclusiva Urbanización de Samborondón - K. Paladines,-2.111083748018044,-79.87084865070835
A estrenar,3,2,1,100,84000,,,Se Vende Hermosa Casa Moderna en Villas del Rey Tres Dorm.,-2.0248305,-79.91677709999999
En construcción,3,4,1,209,175000,,,Se Vende Linda Casa Puerto Azul. a Estrenar!,-2.192116,-79.96683080000003
A estrenar,3,3,0,91,65500,,,"Venta Casa Urb. Villa Bonita, Mi Lote",-2.06308521795463,-79.9662429616211
18,4,4,2,1100,590000,,,"Urb Isla Sol - Casa de 1 Piso - Al Lago - Us$590,000",-2.1472172,-79.85978310000002
25,4,3,0,163,160000,,,Alborada 6ta. Fabulosa Casa Esquinera en Venta,-2.141901735698637,-79.90436122747803
24,3,2,1,582,290000,,,Ideal Inversión Para Hospedaje o Unidad Familiar,-2.1832701,-79.91227379999998
En construcción,4,5,2,485,570000,,,"Proyecto en Arrecife, Isla Mocoli",-2.1133347,-79.85558249999997
A estrenar,3,2,1,106,60000,,,Venta Urb. Villa del Rey Etapa Isabel Casa 1 Planta Cerca a Plaza Tia,-2.026819828132007,-79.90837975569457
10,8,7,8,1140,650000,,,Se Alquila /se Vende Linda Casa en Urbanización Puerto Azul,-2.192116,-79.96683080000003
28,3,3,2,149,145000,,,Casa Garzota Primera Etapa - Conjunto Residencial - Venta,-2.145324634425512,-79.8878710111145
5,3,5,2,297,275000,,,Vendo Linda Villa con Acabados de Primera Vía a La Costa,-2.189881899113615,-80.00382806644876
,14,5,1,0,268000,,,Casa - Samborondón,-2.131246899999999,-79.8678337
10,2,1,0,72,49500,,,Vendo Hermosa Casa Remodelada Mucho Lote 1,-2.0820049,-79.92294729999998
4,3,3,2,252,250000,,,Villa 2 Plantas Puerto Azul,-2.1962869,-79.96814499999999
20,5,5,1,300,260000,,,Vendo Casa en Colinas de Los Ceibos,-2.164580419585693,-79.94584745849784
10,0,2,0,211,85000,,,Venta de Casa con Local Comercial Tipo Bodegas,-2.1964404,-79.90561660000003
A estrenar,3,3,1,140,129000,,,"Vendo Casa con Jacuzzi en Mallorca, Cerca del Cc El Dorado",-2.0696478,-79.93587639999998
10,5,5,14,2000,950000,,,Vendo Casa en Samborondon en Cdla. Camino Real,-2.1545699,-79.86590890000002
A estrenar,3,3,2,140,125000,,,Vendo Casa Villa Club Estreno 125 Mil Dolares,-2.14255208568176,-79.86454624235364
22,8,8,4,800,550000,,,Casa en Samborondon,-2.1436415,-79.86142039999999
5,4,4,1,138,130000,,,Vendo Urb. La Joya Casa 2 Plantas Esquinera Cerca Al Gimnasio Taurus,-2.029189658811115,-79.91939270850372
15,4,5,0,446,330000,,,Vendo Acogedora Casa Urbanización Las Riberas,-2.1435574,-79.85580570000002
En construcción,3,3,2,200,230000,,,Vendo Casas en Punta Esmeralda Via a La Costa,-2.1883249,-80.02556779999998
A estrenar,4,3,1,263,171000,,,Oportunidad Promocion Casa de Venta en Ciudad Celeste Etapa La Arboleda,-2.074160423164401,-79.84668499421173
4,3,4,2,250,350000,,,Vendo Casa La Dorada Ciudad Celeste - Amoblada,-2.072323347119769,-79.84285909153482
1,3,2,2,490,440000,,,Venta de Casa Via a La Costa Urbanización Portofino - Mariuxi Rugel,-2.184958253079767,-79.98776697218665
A estrenar,3,4,1,128,145000,,,"Venta Casa Urb. Villa Club, Etapa Moderna, Aurora, Cerca a C. C. El Dorado",-2.028782049495582,-79.89546548465574
15,3,3,2,240,330000,,,Venta - Casa - Samborondon Urbanización Plaza Real,-2.1443096,-79.8624754
A estrenar,4,4,2,300,260000,,,Casa en Venta Km 13 Via Puntilla La Aurora Vicrieel Cuatro Dorm. Piscina,-2.053239,-79.89721700000001
A estrenar,3,3,2,250,260000,,,"Pto. Azul. por Estrenar Dos Villas Dúplex de Tres Dorm. Estudio, Patio",-2.192116,-79.96683080000003
6,4,4,0,700,1500000,,,Laguna Club Lujosa Casa en Venta,-2.185610399999999,-79.9899024
25,4,4,0,310,220000,,,Venta de Casa Condominio en Los Parques de Ceibos,-2.313501099999999,-80.25366020000001
A estrenar,0,0,0,300,365000,,,Casa - Vía a La Costa,-2.1884336,-80.0272384
6,3,3,2,300,250000,,,Samborondon Urbanizacion Camino del Rio Amplia Casa con Piscina en Venta,-2.126994452890432,-79.8640680263187
4,4,4,2,160,118000,,,Urbanización Cataluña: Vivienda - de Oportunidad!,-2.0696478,-79.93587639999998
10,3,2,2,129,73000,,,Casa de Una Planta de Venta en Urbanización La Joya.,-2.049198408951023,-79.9131044322632
A estrenar,4,3,1,178,203000,,,"Colinas del Bosque, 2 Plantas, 4 Dorm., $203.000",-2.1842287,-79.97574639999999
2,0,0,0,402,230000,,,"Casa en Venta, Urbanización Portofino, Vía a La Costa",-2.184776968954733,-79.98472174040523
A estrenar,3,2,0,72,49000,,,"Casa en Venta en Ciudad Santiago, Esquinera, 3 Dorm. $49000",-2.025952816442267,-79.93975337351071
31,5,4,0,308,230000,,,En Venta Casa en Urb. Puerto Azúl - K. Aguirre,-2.186680450956173,-79.97113306325991
2,4,4,0,980,1350000,,,"Urb Lagos de Batan - Casa en Venta - 4 Dorm. - us$1'350,000",-2.0992831,-79.87963209999998
30,6,5,0,200,239000,,,"Alborada 6 Etapa, Calle Principal, Frente a C. C. La Rotonda Casa Rentera",-2.143877577446235,-79.91010750957031
5,3,3,2,373,430000,,,"Isla Mocoli - Urb Isla del Rio - Casa con Vista Al Lago - 3 D - Us$430,000",-2.0988941,-79.8640173
4,4,3,3,642,870000,,,"Casa en Venta, Al Pie del Lago, Urb Isla del Río, Isla Mocolí, Cerca a Plaza Navona",-2.1043031,-79.86048310000001
25,6,4,2,316,180000,,,"Casa con Dos Apartamentos Independientes, Uso Comercial y Residencial.",-2.175280594559195,-79.89663329332353
,0,0,4,476,550000,,,Isla Mocoli / Arrecife Casa de Estreno,-2.10423324,-79.8587869
8,3,2,1,127,95000,,,"Venta de Casa en Bonaterra, Frente a Milán, Vía Salitre",-2.0391097,-79.86709969999998
20,4,4,0,480,270000,,,"Casa en Venta, Kennedy Norte, 210 m² Terreno y 270 m² Construcción",-2.162244099097953,-79.90029910826865
5,3,4,2,366,320000,,,Venta de Hermosa Casa en Estancias del Rio,-2.0625285,-79.8773438
5,7,7,3,1050,1399000,,,Casa en Venta de 960 m² Via Samborondon Primeros Kilom Al Pie del Lago!,-2.059297785363572,-79.87595557667271
A estrenar,4,4,3,396,595000,,,Casa - Samborondón,-2.107305499999999,-79.872252
9,3,3,2,600,490000,,,"Samborondon 4,5 Km Casa de Dos Plantas 3 Dorm.",-2.0771695,-79.9283969
12,4,5,2,460,295000,,,Vendo Casa en Via Samborondon Patio Amplio,-2.141706820808848,-79.8638089056372
30,5,5,4,515,380000,,,"Casa Para Empresas, 515 m², Principal Calle Guayacanes, Urdesa Central",-2.1579238,-79.89439779999998
20,9,9,3,2000,1450000,,,"Vendo Conjunto Residencial de 3 Casas en Samborondón, La Puntilla",-2.154315303094477,-79.86580151741049
20,4,3,2,134,110000,,,"Casa en Venta en El Norte de Guayaquil, Samanes 1, 134 Mtr2",-2.114652890950749,-79.90581689367065
11,4,4,0,650,750000,,,Samborondon Isla Sol Casa Venta,-2.1472172,-79.8597831
A estrenar,3,3,1,150,135000,,,"En Villa Club de Estreno, Casa de 3 Dorm. con Baños Privados C/u, Patio y Estacionamiento.",-2.028782049495582,-79.89546548465574
15,0,3,0,180,210000,,,"Entre Ríos, Hermosa Casa 3 Dorm.",-2.14761003565278,-79.86957395595323
